cluster_type,LET,inner_pixels,energy,lw_ratio,density,pixel_count,frame
SMALL_BLOB,0.096,0,48.0,1,1,1,13908
LIGHT_TRACK,1.053,0,527.0,5.0,2.4,6,13909
LIGHT_TRACK,2.626,2,1316.0,5.0,1.224,12,13909
MEDIUM_BLOB,1.58,3,790.0,1.0,2.0,8,13909
LIGHT_TRACK,0.602,0,301.0,5.0,2.4,6,13909
LIGHT_TRACK,2.033,2,1017.0,2.5,1.0,10,13909
STRAIGHT_TRACK,1.803,0,910.0,13.0,1.195,17,13909
SMALL_BLOB,0.44,0,220.0,1,1,2,13909
STRAIGHT_TRACK,2.228,0,1120.0,8.571,1.214,15,13909
HEAVY_TRACK,4.878,6,2442.0,2.333,1.238,13,13910
SMALL_BLOB,0.176,0,88.0,1,1,1,13910
LIGHT_TRACK,1.38,0,692.0,6.714,1.24,12,13910
STRAIGHT_TRACK,1.358,0,682.0,9.5,1.283,12,13910
STRAIGHT_TRACK,1.758,0,886.0,13.333,1.25,15,13911
HEAVY_TRACK,3.876,6,1943.0,2.333,0.714,15,13911
SMALL_BLOB,0.148,0,74.0,1,1,1,13911
LIGHT_TRACK,2.944,2,1477.0,5.667,1.167,14,13911
SMALL_BLOB,0.81,0,405.0,1.0,3.0,3,13911
LIGHT_TRACK,1.854,0,933.0,6.833,0.793,15,13912
LIGHT_TRACK,1.172,2,586.0,2.0,3.0,6,13912
LIGHT_TRACK,1.266,0,635.0,1,1,8,13912
STRAIGHT_TRACK,2.886,0,1478.0,42.0,1.238,26,13912
LIGHT_TRACK,1.046,0,524.0,4.833,1.333,8,13912
LIGHT_TRACK,3.927,0,2039.0,8.593,0.362,33,13912
LIGHT_TRACK,1.513,0,759.0,7.0,1.238,12,13912
LIGHT_TRACK,4.079,2,2043.0,2.9,0.948,11,13913
SMALL_BLOB,0.645,0,323.0,1.0,4.0,4,13913
SMALL_BLOB,0.226,0,113.0,1,1,2,13913
SMALL_BLOB,0.528,0,264.0,1,1,2,13913
STRAIGHT_TRACK,2.427,0,1227.0,21.0,1.81,19,13914
SMALL_BLOB,0.643,0,322.0,1.0,4.0,4,13914
HEAVY_TRACK,4.747,10,2382.0,2.217,0.725,23,13915
SMALL_BLOB,0.134,0,67.0,1,1,1,13915
SMALL_BLOB,0.544,0,272.0,1.0,3.0,3,13915
SMALL_BLOB,0.082,0,41.0,1,1,2,13915
LIGHT_TRACK,0.825,0,413.0,4.25,1.5,6,13915
STRAIGHT_TRACK,6.102,0,3551.0,42.492,0.767,64,13915
HEAVY_TRACK,22.74,35,11720.0,11.364,0.945,52,13916
LIGHT_TRACK,2.712,2,1359.0,4.5,1.208,12,13916
LIGHT_TRACK,0.888,0,444.0,4.0,2.5,5,13916
STRAIGHT_TRACK,10.08,0,7709.0,65.583,0.661,135,13917
HEAVY_TRACK,5.455,9,2773.0,13.667,1.22,30,13917
STRAIGHT_TRACK,3.33,0,1722.0,15.296,0.637,29,13917
SMALL_BLOB,0.871,0,436.0,1,1,4,13917
LIGHT_TRACK,1.264,2,633.0,3.667,1.364,9,13917
STRAIGHT_TRACK,1.555,0,781.0,8.0,1.224,13,13917
STRAIGHT_TRACK,1.604,0,809.0,8.75,0.88,17,13917
LIGHT_TRACK,0.787,0,394.0,4.333,1.667,5,13917
HEAVY_TRACK,2.844,5,1428.0,4.75,0.722,19,13917
SMALL_BLOB,0.937,0,469.0,2.0,2.0,4,13918
STRAIGHT_TRACK,1.839,0,927.0,13.144,1.165,15,13919
LIGHT_TRACK,0.931,0,466.0,4.667,1.667,7,13919
LIGHT_TRACK,1.87,2,939.0,7.0,1.111,14,13919
STRAIGHT_TRACK,6.929,0,4316.0,61.135,0.919,83,13919
SMALL_BLOB,1.027,0,514.0,2.0,2.0,4,13920
STRAIGHT_TRACK,1.732,0,868.0,9.0,2.0,9,13920
LIGHT_TRACK,2.202,0,1117.0,1,1,17,13920
STRAIGHT_TRACK,1.668,0,841.0,12.374,1.172,16,13920
LIGHT_TRACK,1.584,0,795.0,7.75,1.258,12,13920
SMALL_BLOB,0.843,0,422.0,1,1,4,13920
STRAIGHT_TRACK,1.563,0,785.0,8.5,1.243,13,13920
LIGHT_TRACK,1.063,0,533.0,7.0,1.349,10,13920
LIGHT_TRACK,1.219,0,611.0,7.5,1.5,9,13920
SMALL_BLOB,0.366,0,183.0,1,1,2,13920
LIGHT_TRACK,1.15,1,577.0,6.0,1.111,12,13921
SMALL_BLOB,0.294,0,147.0,1,1,2,13921
LIGHT_TRACK,1.093,0,548.0,7.167,1.291,9,13921
LIGHT_TRACK,1.346,0,673.0,7.0,1.571,11,13921
SMALL_BLOB,0.622,0,311.0,1.0,3.0,3,13921
LIGHT_TRACK,1.759,2,880.0,2.5,1.4,7,13922
LIGHT_TRACK,1.038,0,520.0,6.25,1.36,8,13922
SMALL_BLOB,0.04,0,20.0,1,1,1,13922
LIGHT_TRACK,3.511,2,1787.0,6.333,0.474,27,13923
STRAIGHT_TRACK,2.384,0,1208.0,18.501,1.419,21,13923
SMALL_BLOB,0.214,0,107.0,1,1,1,13923
LIGHT_TRACK,2.23,1,1118.0,3.5,0.877,13,13923
LIGHT_TRACK,1.31,0,657.0,7.833,1.326,11,13924
LIGHT_TRACK,0.858,0,429.0,4.0,2.5,5,13924
LIGHT_TRACK,2.187,2,1096.0,2.75,0.852,15,13924
STRAIGHT_TRACK,2.119,0,1068.0,14.0,1.518,17,13924
STRAIGHT_TRACK,1.672,0,841.0,11.333,1.373,14,13924
LIGHT_TRACK,5.599,4,2810.0,5.4,1.111,15,13924
SMALL_BLOB,0.873,0,437.0,3.0,2.667,4,13924
SMALL_BLOB,0.598,0,299.0,2.0,3.0,3,13925
STRAIGHT_TRACK,2.485,0,1267.0,18.555,1.122,24,13925
STRAIGHT_TRACK,1.931,0,980.0,8.5,0.5,18,13925
SMALL_BLOB,0.751,0,376.0,1.0,4.0,4,13925
STRAIGHT_TRACK,1.296,0,651.0,9.0,1.218,12,13926
SMALL_BLOB,0.398,0,199.0,1,1,1,13926
STRAIGHT_TRACK,4.565,0,2348.0,10.083,0.574,33,13926
LIGHT_TRACK,7.487,2,4078.0,8.089,0.244,56,13926
HEAVY_TRACK,4.466,10,2233.0,7.0,2.143,15,13927
HEAVY_TRACK,5.859,6,2932.0,2.0,1.5,12,13927
LIGHT_TRACK,1.126,0,564.0,5.25,1.393,9,13927
STRAIGHT_TRACK,1.574,0,792.0,11.333,1.27,14,13927
LIGHT_TRACK,4.389,4,2252.0,19.474,1.097,30,13928
SMALL_BLOB,0.232,0,116.0,1,1,2,13928
LIGHT_TRACK,0.94,0,470.0,3.5,1.786,5,13928
LIGHT_TRACK,2.165,0,1085.0,2.5,0.569,13,13928
LIGHT_TRACK,3.837,3,1921.0,2.8,0.386,27,13929
STRAIGHT_TRACK,4.547,0,2401.0,26.131,0.951,42,13929
SMALL_BLOB,0.172,0,86.0,1,1,1,13929
LIGHT_TRACK,3.78,3,1927.0,4.5,0.356,32,13929
LIGHT_TRACK,0.947,0,474.0,2.75,1.591,7,13929
LIGHT_TRACK,0.864,2,432.0,3.0,2.333,7,13930
MEDIUM_BLOB,4.817,3,2409.0,1.0,2.0,8,13930
LIGHT_TRACK,0.897,0,449.0,4.25,1.5,6,13930
STRAIGHT_TRACK,1.293,0,649.0,9.0,1.222,11,13931
HEAVY_TRACK,12.439,7,22137.0,87.999,0.303,402,13931
LIGHT_TRACK,2.284,4,1145.0,3.9,0.967,13,13931
LIGHT_TRACK,4.217,1,2136.0,11.546,1.092,25,13931
LIGHT_TRACK,1.092,0,547.0,5.5,1.352,7,13931
LIGHT_TRACK,1.099,0,550.0,4.0,1.422,7,13931
SMALL_BLOB,0.667,0,334.0,1,1,4,13931
STRAIGHT_TRACK,1.493,0,751.0,9.875,1.108,14,13931
LIGHT_TRACK,1.693,3,847.0,1.5,1.5,9,13932
SMALL_BLOB,0.298,0,149.0,1,1,2,13932
SMALL_BLOB,0.094,0,47.0,1,1,1,13932
SMALL_BLOB,0.216,0,108.0,1,1,2,13932
HEAVY_TRACK,3.49,7,1748.0,4.0,1.625,13,13933
STRAIGHT_TRACK,1.669,0,837.0,10.0,1.3,13,13934
LIGHT_TRACK,4.841,4,2433.0,7.846,1.219,16,13934
SMALL_BLOB,0.154,0,77.0,1,1,1,13934
STRAIGHT_TRACK,1.861,0,938.0,13.333,1.333,16,13934
LIGHT_TRACK,3.495,3,1760.0,5.957,0.784,19,13934
SMALL_BLOB,0.266,0,133.0,1,1,2,13934
LIGHT_TRACK,2.075,2,1041.0,3.0,0.542,13,13935
SMALL_BLOB,0.182,0,91.0,1,1,1,13935
STRAIGHT_TRACK,3.682,0,1881.0,23.501,1.543,29,13935
STRAIGHT_TRACK,1.44,0,726.0,8.65,0.75,15,13935
LIGHT_TRACK,1.631,0,816.0,3.0,2.0,6,13936
LIGHT_TRACK,1.976,0,998.0,7.0,0.573,17,13936
LIGHT_TRACK,1.269,0,636.0,4.0,0.781,10,13936
HEAVY_TRACK,18.11,19,9563.0,17.5,0.865,57,13936
LIGHT_TRACK,0.524,0,262.0,4.0,1.563,5,13936
STRAIGHT_TRACK,2.366,0,1193.0,13.286,1.229,16,13937
LIGHT_TRACK,1.336,0,669.0,6.0,1.5,9,13937
LIGHT_TRACK,1.424,4,712.0,5.0,2.0,10,13937
STRAIGHT_TRACK,2.968,0,1522.0,21.001,1.127,28,13937
HEAVY_TRACK,29.576,30,14872.0,1.824,0.742,46,13937
HEAVY_TRACK,8.826,13,4510.0,4.474,0.413,41,13937
STRAIGHT_TRACK,1.837,0,924.0,9.3,1.194,15,13937
SMALL_BLOB,0.344,0,172.0,1,1,2,13937
LIGHT_TRACK,2.17,0,1086.0,3.5,1.429,8,13938
LIGHT_TRACK,1.684,1,843.0,2.0,1.111,10,13938
SMALL_BLOB,0.082,0,41.0,1,1,1,13938
STRAIGHT_TRACK,1.898,0,958.0,15.5,1.532,19,13939
HEAVY_TRACK,5.985,5,3047.0,6.15,0.533,32,13940
SMALL_BLOB,0.078,0,39.0,1,1,1,13940
SMALL_BLOB,0.494,0,247.0,1,1,2,13940
LIGHT_TRACK,1.263,0,633.0,6.5,1.25,10,13940
SMALL_BLOB,0.134,0,67.0,1,1,1,13941
STRAIGHT_TRACK,3.909,0,2048.0,23.579,0.843,35,13941
SMALL_BLOB,0.422,0,211.0,1,1,1,13941
LIGHT_TRACK,4.053,2,2035.0,6.714,1.185,15,13941
LIGHT_TRACK,1.439,0,723.0,1,1,10,13942
STRAIGHT_TRACK,2.871,0,1479.0,23.25,1.064,28,13942
STRAIGHT_TRACK,2.011,0,1020.0,16.667,1.142,20,13942
STRAIGHT_TRACK,1.814,0,914.0,14.0,1.339,15,13942
LIGHT_TRACK,1.143,2,572.0,4.0,2.0,8,13943
SMALL_BLOB,0.46,0,230.0,1,1,2,13943
LIGHT_TRACK,1.426,0,715.0,5.75,1.087,10,13944
SMALL_BLOB,0.818,0,409.0,1.0,3.0,3,13945
STRAIGHT_TRACK,1.268,0,636.0,8.4,1.362,11,13945
STRAIGHT_TRACK,3.069,0,1570.0,8.375,0.468,26,13946
SMALL_BLOB,0.658,0,329.0,1,1,2,13946
STRAIGHT_TRACK,1.807,0,911.0,12.5,1.22,16,13946
SMALL_BLOB,0.23,0,115.0,1,1,1,13946
LIGHT_TRACK,0.972,1,486.0,1.0,1.5,6,13947
SMALL_BLOB,0.24,0,120.0,1,1,1,13947
STRAIGHT_TRACK,1.918,0,970.0,15.25,1.132,17,13947
STRAIGHT_TRACK,1.52,0,763.0,9.2,1.387,11,13947
STRAIGHT_TRACK,2.625,0,1345.0,22.358,1.151,26,13947
LIGHT_TRACK,1.73,0,865.0,2.0,2.5,5,13948
LIGHT_TRACK,1.806,0,906.0,7.625,1.307,11,13948
LIGHT_TRACK,2.093,0,1049.0,7.0,1.571,11,13948
HEAVY_TRACK,17.049,26,8970.0,18.814,1.017,58,13948
LIGHT_TRACK,2.454,0,1244.0,6.1,0.456,21,13949
SMALL_BLOB,0.923,0,462.0,3.0,2.667,4,13949
STRAIGHT_TRACK,1.891,0,958.0,15.374,1.061,18,13949
SMALL_BLOB,0.158,0,79.0,1,1,1,13949
LIGHT_TRACK,1.43,1,716.0,3.5,1.143,8,13950
LIGHT_TRACK,0.798,0,399.0,2.0,2.5,5,13950
LIGHT_TRACK,1.204,2,602.0,3.0,2.333,7,13950
LIGHT_TRACK,3.231,3,1635.0,8.75,0.857,24,13950
SMALL_BLOB,0.076,0,38.0,1,1,1,13950
LIGHT_TRACK,2.367,2,1186.0,17.0,1.294,22,13950
STRAIGHT_TRACK,1.937,0,982.0,17.666,1.132,18,13951
SMALL_BLOB,0.058,0,29.0,1,1,1,13951
LIGHT_TRACK,3.22,0,1616.0,6.75,1.296,14,13952
LIGHT_TRACK,1.174,1,587.0,2.0,1.667,6,13952
SMALL_BLOB,0.402,0,201.0,1.0,4.0,4,13952
SMALL_BLOB,0.276,0,138.0,1,1,3,13952
SMALL_BLOB,0.458,0,229.0,1,1,2,13952
HEAVY_TRACK,8.245,12,4232.0,15.261,1.078,38,13953
SMALL_BLOB,0.676,0,338.0,1,1,3,13953
STRAIGHT_TRACK,1.75,0,882.0,13.333,1.25,15,13953
STRAIGHT_TRACK,5.944,0,3490.0,34.366,0.617,68,13954
SMALL_BLOB,0.132,0,66.0,1,1,1,13955
LIGHT_TRACK,2.494,0,1247.0,3.0,2.0,6,13955
SMALL_BLOB,0.104,0,52.0,1,1,1,13955
LIGHT_TRACK,1.201,0,602.0,7.5,1.417,10,13956
LIGHT_TRACK,2.759,1,1393.0,7.818,0.743,19,13956
LIGHT_TRACK,2.747,1,1384.0,9.182,1.112,19,13956
LIGHT_TRACK,1.431,2,716.0,9.0,1.444,13,13956
LIGHT_TRACK,7.62,3,4570.0,15.236,0.281,81,13957
STRAIGHT_TRACK,3.321,0,1704.0,14.952,0.786,28,13957
HEAVY_TRACK,7.937,6,4540.0,24.468,0.547,69,13957
LIGHT_TRACK,2.2,0,1105.0,7.8,1.221,14,13958
LIGHT_TRACK,1.938,0,976.0,1,1,12,13958
LIGHT_TRACK,2.422,3,1215.0,2.136,0.526,16,13958
STRAIGHT_TRACK,1.786,0,901.0,11.333,1.042,17,13958
LIGHT_TRACK,0.962,0,481.0,5.0,1.8,9,13959
STRAIGHT_TRACK,1.415,0,708.0,8.0,1.375,11,13959
STRAIGHT_TRACK,2.284,0,1161.0,18.6,1.23,22,13959
STRAIGHT_TRACK,2.199,0,1109.0,11.666,1.174,17,13959
LIGHT_TRACK,0.876,0,439.0,1,1,6,13959
STRAIGHT_TRACK,1.458,0,733.0,10.0,1.322,14,13961
SMALL_BLOB,0.282,0,141.0,1,1,2,13961
LIGHT_TRACK,1.536,2,770.0,7.0,1.714,12,13961
LIGHT_TRACK,4.544,4,2273.0,1.5,1.5,9,13961
SMALL_BLOB,0.332,0,166.0,1,1,2,13961
SMALL_BLOB,0.232,0,116.0,1,1,2,13962
LIGHT_TRACK,1.22,0,612.0,1,1,8,13963
LIGHT_TRACK,1.051,0,526.0,3.5,1.429,8,13963
STRAIGHT_TRACK,2.096,0,1059.0,14.0,1.214,18,13964
STRAIGHT_TRACK,1.768,0,893.0,12.364,1.071,18,13964
SMALL_BLOB,0.196,0,98.0,1,1,1,13964
STRAIGHT_TRACK,1.094,0,549.0,9.4,1.447,10,13964
SMALL_BLOB,0.53,0,265.0,2.0,2.0,4,13964
SMALL_BLOB,0.1,0,50.0,1,1,1,13965
STRAIGHT_TRACK,2.674,0,1356.0,24.0,2.0,24,13965
LIGHT_TRACK,9.671,5,6342.0,16.173,0.225,100,13965
LIGHT_TRACK,2.416,2,1211.0,3.571,0.966,13,13965
SMALL_BLOB,0.45,0,225.0,1,1,2,13965
LIGHT_TRACK,0.945,0,473.0,6.0,1.458,7,13965
LIGHT_TRACK,1.539,0,770.0,2.0,1.25,5,13965
LIGHT_TRACK,1.583,1,792.0,2.667,1.458,7,13965
SMALL_BLOB,0.368,0,184.0,1,1,2,13965
SMALL_BLOB,0.216,0,108.0,1,1,1,13966
LIGHT_TRACK,1.341,0,673.0,1,1,9,13966
LIGHT_TRACK,0.62,0,310.0,4.333,1.667,5,13967
HEAVY_TRACK,4.503,6,2268.0,4.842,0.73,22,13967
SMALL_BLOB,0.136,0,68.0,1,1,1,13967
LIGHT_TRACK,1.713,1,857.0,2.0,1.667,6,13968
SMALL_BLOB,0.382,0,191.0,1,1,2,13968
STRAIGHT_TRACK,1.696,0,854.0,11.2,1.063,14,13968
SMALL_BLOB,0.042,0,21.0,1,1,1,13968
LIGHT_TRACK,1.623,0,817.0,4.893,0.5,14,13968
HEAVY_TRACK,6.181,11,3118.0,2.93,0.3,44,13968
SMALL_BLOB,0.19,0,95.0,1,1,2,13969
STRAIGHT_TRACK,6.215,0,3667.0,23.962,0.403,66,13970
LIGHT_TRACK,2.405,4,1203.0,2.0,1.25,10,13970
LIGHT_TRACK,0.895,0,448.0,4.0,1.875,6,13970
LIGHT_TRACK,4.936,0,2668.0,7.425,0.225,51,13970
SMALL_BLOB,1.213,0,607.0,2.0,2.0,4,13970
LIGHT_TRACK,2.982,2,1495.0,1.0,0.5,16,13970
LIGHT_TRACK,5.005,1,2512.0,4.375,0.971,16,13970
SMALL_BLOB,0.859,0,430.0,1,1,4,13971
STRAIGHT_TRACK,2.506,0,1276.0,12.111,0.72,22,13971
STRAIGHT_TRACK,1.602,0,810.0,15.25,1.018,15,13971
STRAIGHT_TRACK,1.756,0,883.0,10.375,1.194,13,13971
STRAIGHT_TRACK,3.083,0,1597.0,27.182,1.076,29,13972
LIGHT_TRACK,1.79,1,897.0,5.0,1.2,12,13973
SMALL_BLOB,0.376,0,188.0,1,1,2,13973
STRAIGHT_TRACK,1.407,0,706.0,12.0,2.167,13,13973
HEAVY_TRACK,2.314,5,1160.0,2.5,0.778,14,13973
SMALL_BLOB,0.861,0,431.0,3.0,2.667,4,13973
SMALL_BLOB,0.41,0,205.0,1,1,2,13974
LIGHT_TRACK,1.348,0,675.0,4.4,1.391,9,13974
LIGHT_TRACK,1.121,0,561.0,3.5,1.786,5,13974
HEAVY_TRACK,8.072,8,4100.0,11.368,1.103,31,13974
STRAIGHT_TRACK,1.336,0,669.0,8.0,1.25,10,13975
LIGHT_TRACK,1.695,4,850.0,4.25,0.956,13,13975
STRAIGHT_TRACK,1.304,0,654.0,9.0,1.667,12,13975
STRAIGHT_TRACK,1.641,0,825.0,8.857,1.108,13,13975
STRAIGHT_TRACK,1.619,0,814.0,11.0,1.313,13,13975
LIGHT_TRACK,1.619,0,811.0,4.2,1.114,9,13976
STRAIGHT_TRACK,3.327,0,1720.0,21.285,0.927,30,13976
STRAIGHT_TRACK,1.581,0,791.0,10.0,1.4,14,13976
SMALL_BLOB,0.104,0,52.0,1,1,1,13976
STRAIGHT_TRACK,6.325,0,3363.0,52.0,1.038,54,13976
STRAIGHT_TRACK,1.764,0,889.0,14.0,1.25,14,13976
SMALL_BLOB,0.214,0,107.0,1,1,2,13976
LIGHT_TRACK,3.634,2,1818.0,1.5,1.333,8,13977
SMALL_BLOB,0.19,0,95.0,1,1,1,13977
SMALL_BLOB,0.943,0,472.0,2.0,2.0,4,13977
LIGHT_TRACK,1.313,0,657.0,4.5,1.667,6,13977
SMALL_BLOB,0.148,0,74.0,1,1,1,13978
STRAIGHT_TRACK,1.469,0,739.0,10.4,0.981,12,13978
STRAIGHT_TRACK,1.525,0,766.0,10.0,1.444,13,13978
LIGHT_TRACK,0.611,0,306.0,5.0,1.733,6,13978
STRAIGHT_TRACK,1.576,0,794.0,10.167,1.025,15,13978
SMALL_BLOB,0.118,0,59.0,1,1,1,13978
SMALL_BLOB,0.1,0,50.0,1,1,1,13979
HEAVY_TRACK,4.98,13,2505.0,5.933,1.022,21,13979
LIGHT_TRACK,1.078,0,539.0,2.0,2.5,5,13980
SMALL_BLOB,0.34,0,170.0,1,1,2,13980
LIGHT_TRACK,1.106,0,554.0,4.222,1.082,10,13980
LIGHT_TRACK,1.104,0,552.0,3.0,2.333,7,13981
LIGHT_TRACK,1.434,0,720.0,4.474,0.737,14,13981
STRAIGHT_TRACK,1.784,0,900.0,12.399,1.234,18,13981
LIGHT_TRACK,1.107,0,554.0,2.75,1.364,6,13981
LIGHT_TRACK,1.661,3,831.0,1.75,1.429,8,13981
SMALL_BLOB,0.096,0,48.0,1,1,1,13982
SMALL_BLOB,0.837,0,419.0,4.0,2.0,4,13982
SMALL_BLOB,0.24,0,120.0,1,1,2,13982
LIGHT_TRACK,0.864,0,432.0,3.333,1.667,5,13982
LIGHT_TRACK,2.955,0,1480.0,1,1,6,13983
SMALL_BLOB,0.126,0,63.0,1,1,1,13983
SMALL_BLOB,0.298,0,149.0,1.0,3.0,3,13983
LIGHT_TRACK,2.49,2,1248.0,5.0,1.1,11,13984
LIGHT_TRACK,1.284,0,643.0,5.25,1.393,9,13984
STRAIGHT_TRACK,2.546,0,1299.0,20.889,1.105,22,13985
LIGHT_TRACK,3.73,1,1940.0,21.192,0.852,33,13985
SMALL_BLOB,0.114,0,57.0,1,1,1,13985
LIGHT_TRACK,4.08,2,2060.0,3.319,0.433,26,13985
STRAIGHT_TRACK,1.261,0,634.0,9.223,1.225,15,13985
LIGHT_TRACK,5.986,4,3112.0,6.0,0.311,42,13986
STRAIGHT_TRACK,1.461,0,731.0,9.0,1.333,12,13986
SMALL_BLOB,0.442,0,221.0,1.0,4.0,4,13987
LIGHT_TRACK,2.779,0,1404.0,4.0,0.397,21,13987
STRAIGHT_TRACK,1.767,0,890.0,12.286,1.246,15,13987
SMALL_BLOB,0.34,0,170.0,1.0,3.0,3,13987
SMALL_BLOB,0.198,0,99.0,1,1,1,13987
SMALL_BLOB,0.935,0,468.0,1.0,4.0,4,13987
SMALL_BLOB,0.73,0,365.0,1,1,3,13987
STRAIGHT_TRACK,2.11,0,1064.0,10.0,1.124,19,13987
LIGHT_TRACK,1.186,0,594.0,1,1,6,13987
SMALL_BLOB,0.104,0,52.0,1,1,1,13987
SMALL_BLOB,0.16,0,80.0,1,1,1,13988
STRAIGHT_TRACK,1.582,0,795.0,9.0,1.264,14,13988
SMALL_BLOB,0.368,0,184.0,2.0,3.0,3,13988
LIGHT_TRACK,2.614,0,1308.0,4.0,1.75,7,13988
SMALL_BLOB,0.786,0,393.0,1,1,3,13989
LIGHT_TRACK,6.801,2,3797.0,24.584,0.628,63,13989
LIGHT_TRACK,9.405,1,4890.0,1.851,0.184,70,13989
STRAIGHT_TRACK,1.204,0,605.0,11.374,1.239,11,13989
STRAIGHT_TRACK,1.898,0,949.0,10.0,1.4,14,13989
SMALL_BLOB,0.23,0,115.0,1,1,2,13990
LIGHT_TRACK,0.97,0,486.0,5.333,1.172,9,13991
LIGHT_TRACK,3.356,4,1678.0,4.0,2.25,9,13991
STRAIGHT_TRACK,2.523,0,1288.0,19.062,1.042,23,13991
SMALL_BLOB,0.272,0,136.0,1,1,2,13991
LIGHT_TRACK,0.866,0,433.0,4.0,2.5,5,13992
LIGHT_TRACK,0.959,0,480.0,4.0,1.875,6,13992
SMALL_BLOB,0.819,0,410.0,3.0,2.667,4,13992
STRAIGHT_TRACK,1.429,0,717.0,12.0,2.0,12,13993
LIGHT_TRACK,1.611,0,806.0,3.0,1.259,8,13993
STRAIGHT_TRACK,1.77,0,895.0,13.715,1.098,18,13994
LIGHT_TRACK,2.563,0,1307.0,7.111,0.391,22,13994
STRAIGHT_TRACK,3.719,0,1944.0,27.272,0.999,34,13994
LIGHT_TRACK,1.476,0,740.0,6.167,1.288,11,13995
SMALL_BLOB,0.068,0,34.0,1,1,1,13995
LIGHT_TRACK,4.809,1,2475.0,6.786,0.413,36,13995
STRAIGHT_TRACK,2.909,0,1510.0,20.236,0.73,28,13995
LIGHT_TRACK,0.72,0,360.0,3.0,2.0,6,13995
STRAIGHT_TRACK,1.867,0,942.0,8.625,0.72,15,13995
LIGHT_TRACK,1.064,0,533.0,5.5,1.545,8,13996
LIGHT_TRACK,5.481,4,2741.0,1.5,1.667,10,13996
LIGHT_TRACK,1.466,0,734.0,5.25,1.417,7,13996
LIGHT_TRACK,0.687,0,344.0,5.333,1.458,7,13996
LIGHT_TRACK,3.782,1,1946.0,12.8,0.649,30,13997
STRAIGHT_TRACK,4.676,0,2464.0,19.775,0.716,40,13997
SMALL_BLOB,0.272,0,136.0,1,1,1,13997
LIGHT_TRACK,1.614,2,809.0,8.0,1.625,13,13998
STRAIGHT_TRACK,5.204,0,2865.0,38.999,0.973,53,13998
SMALL_BLOB,0.202,0,101.0,1,1,2,13998
STRAIGHT_TRACK,3.083,0,1562.0,8.25,0.654,21,13998
LIGHT_TRACK,3.648,3,1840.0,4.333,0.641,25,13998
STRAIGHT_TRACK,1.771,0,892.0,17.0,1.765,15,13998
LIGHT_TRACK,3.6,0,1802.0,6.0,1.5,9,13998
LIGHT_TRACK,0.828,0,414.0,3.5,1.786,5,13998
STRAIGHT_TRACK,2.291,0,1162.0,15.222,1.107,21,13998
STRAIGHT_TRACK,3.124,0,1600.0,9.643,0.509,26,13999
LIGHT_TRACK,4.602,0,2432.0,7.517,0.278,43,13999
STRAIGHT_TRACK,2.296,0,1164.0,15.7,1.19,21,13999
STRAIGHT_TRACK,1.156,0,581.0,11.834,1.291,11,14000
SMALL_BLOB,0.214,0,107.0,1,1,1,14000
SMALL_BLOB,0.028,0,14.0,1,1,1,14000
LIGHT_TRACK,1.094,0,547.0,2.0,2.5,5,14000
LIGHT_TRACK,0.931,0,466.0,5.0,1.4,7,14000
LIGHT_TRACK,1.202,0,601.0,4.0,2.5,5,14000
LIGHT_TRACK,1.762,0,882.0,3.5,1.429,8,14000
LIGHT_TRACK,0.98,1,490.0,1.5,2.0,6,14002
STRAIGHT_TRACK,4.936,0,2675.0,19.163,0.527,48,14002
SMALL_BLOB,0.164,0,82.0,1,1,1,14002
STRAIGHT_TRACK,3.217,0,1667.0,26.045,1.094,31,14002
STRAIGHT_TRACK,2.046,0,1025.0,8.0,1.375,11,14002
LIGHT_TRACK,1.128,0,564.0,6.0,1.5,9,14002
SMALL_BLOB,0.132,0,66.0,1,1,1,14003
LIGHT_TRACK,5.077,4,2716.0,32.666,1.015,45,14004
SMALL_BLOB,0.2,0,100.0,1,1,1,14004
STRAIGHT_TRACK,1.702,0,860.0,16.5,1.288,17,14004
LIGHT_TRACK,0.856,0,429.0,6.167,1.333,8,14005
LIGHT_TRACK,2.844,1,1435.0,10.0,1.111,20,14005
STRAIGHT_TRACK,4.64,0,2506.0,34.44,0.951,46,14005
HEAVY_TRACK,18.169,26,10123.0,31.519,0.926,71,14006
SMALL_BLOB,0.248,0,124.0,1.0,3.0,3,14006
SMALL_BLOB,0.074,0,37.0,1,1,1,14006
SMALL_BLOB,0.426,0,213.0,2.0,3.0,3,14007
LIGHT_TRACK,1.504,0,755.0,6.571,0.932,12,14007
LIGHT_TRACK,3.748,1,1923.0,4.584,0.293,34,14007
HEAVY_TRACK,4.719,5,2368.0,5.167,1.118,16,14007
SMALL_BLOB,0.168,0,84.0,1,1,3,14008
SMALL_BLOB,0.268,0,134.0,1,1,2,14008
LIGHT_TRACK,0.626,0,314.0,1,1,7,14008
LIGHT_TRACK,1.185,0,593.0,3.25,1.5,6,14008
SMALL_BLOB,0.42,0,210.0,1.0,3.0,3,14008
STRAIGHT_TRACK,3.629,0,1851.0,11.083,0.677,25,14008
LIGHT_TRACK,22.74,162,32025.0,4.055,0.033,560,14009
STRAIGHT_TRACK,2.006,0,1012.0,11.5,1.152,18,14009
SMALL_BLOB,0.352,0,176.0,7.0,2.857,4,14009
SMALL_BLOB,0.242,0,121.0,1,1,2,14009
STRAIGHT_TRACK,1.951,0,983.0,13.6,1.279,15,14009
