cluster_type,LET,inner_pixels,energy,lw_ratio,density,pixel_count
STRAIGHT_TRACK,4.86,0,2713.0,47.402,1.038,54
LIGHT_TRACK,1.08,0,541.0,4.833,1.333,8
STRAIGHT_TRACK,2.886,0,1473.0,12.242,0.753,26
LIGHT_TRACK,1.905,1,953.0,1.5,1.333,8
SMALL_BLOB,0.745,0,373.0,3.0,2.667,4
LIGHT_TRACK,1.663,2,832.0,2.5,1.125,9
LIGHT_TRACK,1.231,0,617.0,7.25,1.319,9
HEAVY_TRACK,15.277,17,7655.0,1.8,1.067,24
STRAIGHT_TRACK,1.488,0,746.0,8.5,1.618,11
LIGHT_TRACK,2.665,0,1333.0,2.0,2.5,5
STRAIGHT_TRACK,1.666,0,840.0,12.25,1.134,16
LIGHT_TRACK,1.299,0,650.0,2.75,1.364,6
STRAIGHT_TRACK,1.103,0,553.0,8.5,1.618,11
LIGHT_TRACK,2.577,1,1294.0,4.546,0.844,16
LIGHT_TRACK,5.499,5,2801.0,2.917,0.286,37
SMALL_BLOB,0.14,0,70.0,1,1,2
LIGHT_TRACK,1.01,0,506.0,6.333,1.404,8
SMALL_BLOB,0.272,0,136.0,1,1,2
STRAIGHT_TRACK,1.306,0,655.0,11.0,1.818,10
LIGHT_TRACK,1.092,0,546.0,4.0,2.5,5
LIGHT_TRACK,3.935,2,2035.0,11.8,0.542,32
SMALL_BLOB,0.172,0,86.0,1,1,1
LIGHT_TRACK,1.045,0,524.0,7.625,1.25,10
LIGHT_TRACK,1.931,0,978.0,1,1,16
SMALL_BLOB,0.184,0,92.0,1,1,1
STRAIGHT_TRACK,5.054,0,2545.0,17.0,2.118,18
SMALL_BLOB,0.842,0,421.0,1.0,3.0,3
LIGHT_TRACK,2.029,4,1026.0,15.0,1.533,23
LIGHT_TRACK,1.055,0,528.0,4.5,1.444,8
LIGHT_TRACK,4.45,2,2339.0,23.538,0.895,40
STRAIGHT_TRACK,3.176,0,1641.0,21.714,0.927,29
LIGHT_TRACK,1.018,0,510.0,1,1,7
STRAIGHT_TRACK,5.786,0,3259.0,46.474,0.985,57
SMALL_BLOB,0.24,0,120.0,1,1,1
LIGHT_TRACK,2.814,3,1414.0,2.528,0.493,19
LIGHT_TRACK,1.38,0,692.0,7.143,1.171,10
LIGHT_TRACK,2.469,3,1237.0,2.467,0.796,13
SMALL_BLOB,0.717,0,359.0,1.0,4.0,4
HEAVY_TRACK,5.738,8,2890.0,7.818,1.11,21
LIGHT_TRACK,2.377,1,1197.0,8.555,1.065,18
LIGHT_TRACK,0.819,0,410.0,6.0,1.458,7
STRAIGHT_TRACK,1.753,0,883.0,11.25,1.178,16
SMALL_BLOB,0.274,0,137.0,1,1,2
LIGHT_TRACK,3.021,0,1517.0,7.6,1.253,14
STRAIGHT_TRACK,1.615,0,813.0,12.333,1.261,14
SMALL_BLOB,0.34,0,170.0,1,1,2
HEAVY_TRACK,8.205,32,4299.0,11.37,0.742,64
LIGHT_TRACK,0.999,0,500.0,4.5,1.667,6
STRAIGHT_TRACK,1.192,0,598.0,11.0,2.182,12
STRAIGHT_TRACK,1.176,0,590.0,9.0,1.528,11
STRAIGHT_TRACK,2.178,0,1106.0,14.833,0.89,19
STRAIGHT_TRACK,2.8,0,1420.0,14.0,0.926,19
HEAVY_TRACK,3.547,5,1782.0,4.4,0.818,18
SMALL_BLOB,0.064,0,32.0,1,1,1
SMALL_BLOB,0.3,0,150.0,1,1,2
LIGHT_TRACK,9.543,7,6208.0,16.905,0.259,106
STRAIGHT_TRACK,2.327,0,1179.0,15.0,1.116,20
LIGHT_TRACK,1.25,0,627.0,6.833,1.297,11
SMALL_BLOB,0.832,0,416.0,1,1,2
SMALL_BLOB,0.528,0,264.0,1,1,3
LIGHT_TRACK,1.142,0,572.0,5.5,1.545,8
SMALL_BLOB,0.398,0,199.0,1,1,2
STRAIGHT_TRACK,2.513,0,1276.0,14.833,0.983,21
SMALL_BLOB,1.073,0,537.0,3.0,2.667,4
STRAIGHT_TRACK,5.377,0,2916.0,21.0,0.571,48
LIGHT_TRACK,1.251,1,626.0,1.0,0.889,8
LIGHT_TRACK,1.231,0,616.0,3.5,1.786,5
LIGHT_TRACK,2.099,2,1052.0,3.75,0.917,11
LIGHT_TRACK,1.027,0,514.0,4.0,1.422,7
SMALL_BLOB,0.066,0,33.0,1,1,1
LIGHT_TRACK,2.41,3,1207.0,2.857,1.021,11
SMALL_BLOB,0.184,0,92.0,1,1,2
STRAIGHT_TRACK,0.753,0,377.0,10.0,2.5,5
SMALL_BLOB,0.034,0,17.0,1,1,1
SMALL_BLOB,0.03,0,15.0,1,1,1
STRAIGHT_TRACK,1.454,0,730.0,15.0,1.6,12
LIGHT_TRACK,3.19,0,1602.0,7.667,1.195,14
LIGHT_TRACK,2.751,1,1387.0,9.4,1.106,20
LIGHT_TRACK,1.425,0,714.0,6.2,1.342,8
STRAIGHT_TRACK,2.946,0,1511.0,13.838,0.77,29
LIGHT_TRACK,1.309,0,655.0,4.0,1.422,7
STRAIGHT_TRACK,0.873,0,437.0,8.0,2.25,9
SMALL_BLOB,0.316,0,158.0,1,1,2
STRAIGHT_TRACK,2.47,0,1254.0,25.0,1.76,22
LIGHT_TRACK,5.956,5,3035.0,2.45,0.268,42
HEAVY_TRACK,1.975,10,996.0,13.0,1.615,21
HEAVY_TRACK,5.922,5,3015.0,7.385,0.581,29
STRAIGHT_TRACK,2.232,0,1133.0,20.4,1.267,19
LIGHT_TRACK,1.448,0,726.0,6.5,1.25,10
LIGHT_TRACK,2.988,3,1497.0,1.5,0.667,16
STRAIGHT_TRACK,4.064,0,2125.0,16.254,0.607,35
SMALL_BLOB,0.114,0,57.0,1,1,1
SMALL_BLOB,0.218,0,109.0,1,1,2
STRAIGHT_TRACK,2.806,0,1435.0,19.5,1.064,25
SMALL_BLOB,0.702,0,351.0,1,1,1
STRAIGHT_TRACK,3.985,0,2110.0,28.611,0.988,42
SMALL_BLOB,0.35,0,175.0,1,1,2
SMALL_BLOB,0.148,0,74.0,1,1,1
LIGHT_TRACK,8.443,4,4335.0,12.795,0.751,32
STRAIGHT_TRACK,2.246,0,1136.0,14.833,1.273,20
LIGHT_TRACK,1.721,3,863.0,5.5,1.091,12
SMALL_BLOB,0.238,0,119.0,1,1,2
SMALL_BLOB,1.811,0,906.0,1.0,4.0,4
LIGHT_TRACK,5.895,4,2986.0,12.462,1.103,23
SMALL_BLOB,0.228,0,114.0,1,1,1
SMALL_BLOB,0.22,0,110.0,1,1,2
LIGHT_TRACK,2.867,3,1444.0,3.324,0.488,22
STRAIGHT_TRACK,1.647,0,829.0,8.4,0.867,14
SMALL_BLOB,0.054,0,27.0,1,1,1
STRAIGHT_TRACK,1.981,0,1002.0,13.0,0.889,16
SMALL_BLOB,0.695,0,348.0,2.5,2.0,4
STRAIGHT_TRACK,2.864,0,1475.0,13.914,0.662,29
SMALL_BLOB,0.15,0,75.0,1,1,1
LIGHT_TRACK,5.395,4,2715.0,5.0,0.742,19
LIGHT_TRACK,1.993,0,1000.0,7.333,1.098,10
STRAIGHT_TRACK,2.011,0,1019.0,17.501,1.171,18
LIGHT_TRACK,1.189,0,596.0,7.2,1.25,9
STRAIGHT_TRACK,1.726,0,865.0,10.0,2.2,11
STRAIGHT_TRACK,1.576,0,791.0,9.5,1.579,12
SMALL_BLOB,0.084,0,42.0,1,1,1
STRAIGHT_TRACK,2.551,0,1296.0,19.0,1.228,21
SMALL_BLOB,0.304,0,152.0,1,1,2
STRAIGHT_TRACK,1.903,0,956.0,8.333,1.25,15
LIGHT_TRACK,2.447,1,1227.0,5.667,1.176,12
LIGHT_TRACK,3.419,4,1750.0,7.571,0.508,32
STRAIGHT_TRACK,2.245,0,1136.0,14.399,1.181,20
STRAIGHT_TRACK,3.745,0,1933.0,23.572,1.112,31
SMALL_BLOB,0.494,0,247.0,1.0,3.0,3
STRAIGHT_TRACK,1.782,0,901.0,11.75,0.851,16
SMALL_BLOB,0.154,0,77.0,1,1,1
STRAIGHT_TRACK,2.45,0,1232.0,8.5,1.103,15
LIGHT_TRACK,1.237,0,619.0,6.0,1.5,9
SMALL_BLOB,0.216,0,108.0,1,1,2
SMALL_BLOB,0.104,0,52.0,1,1,1
STRAIGHT_TRACK,2.608,0,1322.0,13.25,0.896,19
LIGHT_TRACK,2.2,1,1109.0,8.308,0.936,18
LIGHT_TRACK,0.939,0,470.0,4.0,1.75,7
SMALL_BLOB,0.082,0,41.0,1,1,1
STRAIGHT_TRACK,1.515,0,761.0,9.75,1.417,13
STRAIGHT_TRACK,1.392,0,698.0,10.25,1.427,9
SMALL_BLOB,0.378,0,189.0,1,1,2
LIGHT_TRACK,1.156,0,578.0,2.0,0.875,7
SMALL_BLOB,0.758,0,379.0,1,1,2
STRAIGHT_TRACK,3.029,0,1572.0,28.266,1.099,30
HEAVY_TRACK,4.338,11,2219.0,4.282,0.36,40
STRAIGHT_TRACK,0.896,0,449.0,9.0,1.444,8
SMALL_BLOB,0.334,0,167.0,5.0,3.0,3
SMALL_BLOB,0.162,0,81.0,1,1,1
SMALL_BLOB,0.21,0,105.0,1,1,1
STRAIGHT_TRACK,1.208,0,606.0,9.0,1.389,10
SMALL_BLOB,0.156,0,78.0,1,1,2
LIGHT_TRACK,0.677,0,339.0,1,1,6
HEAVY_TRACK,6.895,6,3798.0,20.75,0.592,61
LIGHT_TRACK,3.524,4,1787.0,14.941,1.095,24
LIGHT_TRACK,1.28,0,641.0,7.0,2.286,8
SMALL_BLOB,0.17,0,85.0,1,1,1
SMALL_BLOB,0.486,0,243.0,1,1,2
LIGHT_TRACK,0.971,0,486.0,5.0,2.4,6
LIGHT_TRACK,7.038,4,3649.0,19.001,0.958,38
STRAIGHT_TRACK,1.549,0,778.0,10.2,1.365,12
STRAIGHT_TRACK,1.649,0,826.0,10.0,1.6,8
SMALL_BLOB,0.312,0,156.0,1.0,3.0,3
SMALL_BLOB,0.174,0,87.0,1,1,1
LIGHT_TRACK,3.962,0,1981.0,3.0,2.0,6
STRAIGHT_TRACK,1.763,0,886.0,11.0,1.477,13
STRAIGHT_TRACK,1.643,0,828.0,10.428,1.065,16
LIGHT_TRACK,0.887,0,444.0,3.75,1.517,7
LIGHT_TRACK,1.169,0,585.0,7.0,2.286,8
SMALL_BLOB,0.725,0,363.0,1.0,4.0,4
LIGHT_TRACK,1.687,0,844.0,2.0,0.769,10
STRAIGHT_TRACK,1.754,0,883.0,11.125,1.222,15
STRAIGHT_TRACK,2.733,0,1385.0,9.715,0.714,20
LIGHT_TRACK,0.843,0,422.0,7.0,2.0,7
STRAIGHT_TRACK,5.869,0,3435.0,45.744,0.828,67
LIGHT_TRACK,1.812,1,907.0,2.429,1.143,8
LIGHT_TRACK,0.964,0,482.0,1.667,1.667,5
STRAIGHT_TRACK,1.208,0,606.0,8.0,1.25,10
SMALL_BLOB,0.202,0,101.0,1,1,1
LIGHT_TRACK,2.537,4,1279.0,4.316,0.553,21
LIGHT_TRACK,3.82,0,1914.0,5.333,1.354,10
LIGHT_TRACK,1.562,0,784.0,6.857,1.122,13
LIGHT_TRACK,3.811,0,1919.0,1,1,12
SMALL_BLOB,0.302,0,151.0,1,1,2
STRAIGHT_TRACK,7.482,0,4942.0,69.275,0.929,100
LIGHT_TRACK,0.971,0,486.0,5.333,1.458,7
SMALL_BLOB,0.166,0,83.0,1,1,2
LIGHT_TRACK,1.184,0,593.0,7.0,1.607,9
STRAIGHT_TRACK,2.126,0,1073.0,13.249,1.163,17
LIGHT_TRACK,0.984,0,492.0,2.0,2.5,5
LIGHT_TRACK,1.038,0,520.0,7.0,1.651,8
SMALL_BLOB,0.168,0,84.0,1,1,1
SMALL_BLOB,0.184,0,92.0,1,1,1
SMALL_BLOB,0.096,0,48.0,1,1,1
SMALL_BLOB,0.196,0,98.0,1,1,1
STRAIGHT_TRACK,4.127,0,2207.0,22.452,0.655,42
LIGHT_TRACK,1.205,0,603.0,3.0,1.667,5
SMALL_BLOB,0.68,0,340.0,1,1,2
LIGHT_TRACK,1.745,1,873.0,1.5,1.167,7
SMALL_BLOB,0.236,0,118.0,1,1,2
LIGHT_TRACK,1.183,0,594.0,7.727,1.091,12
LIGHT_TRACK,0.482,0,241.0,5.0,2.0,5
SMALL_BLOB,0.606,0,303.0,3.0,2.667,4
LIGHT_TRACK,1.224,0,613.0,6.5,1.538,8
SMALL_BLOB,0.236,0,118.0,1,1,2
SMALL_BLOB,0.206,0,103.0,1,1,1
SMALL_BLOB,0.174,0,87.0,1,1,1
SMALL_BLOB,0.44,0,220.0,1,1,2
LIGHT_TRACK,0.536,0,268.0,3.5,1.786,5
SMALL_BLOB,0.83,0,415.0,1.0,3.0,3
HEAVY_TRACK,7.456,14,3790.0,4.125,0.435,35
LIGHT_TRACK,7.684,4,4741.0,19.773,0.318,84
SMALL_BLOB,0.034,0,17.0,1,1,1
LIGHT_TRACK,2.778,1,1408.0,12.334,0.991,22
LIGHT_TRACK,0.959,0,481.0,1,1,8
STRAIGHT_TRACK,2.923,0,1474.0,8.643,0.953,19
STRAIGHT_TRACK,7.353,0,4373.0,42.725,0.711,69
STRAIGHT_TRACK,2.18,0,1107.0,17.8,1.18,21
LIGHT_TRACK,1.568,0,786.0,7.4,1.405,10
LIGHT_TRACK,3.015,1,1508.0,1.5,2.0,6
LIGHT_TRACK,1.156,0,579.0,6.667,1.5,9
LIGHT_TRACK,13.712,0,12412.0,9.793,0.086,200
STRAIGHT_TRACK,4.946,0,2620.0,22.666,0.759,41
LIGHT_TRACK,1.352,0,677.0,1,1,6
LIGHT_TRACK,6.617,1,3714.0,37.697,0.884,61
STRAIGHT_TRACK,3.038,0,1559.0,24.333,1.142,25
LIGHT_TRACK,1.824,2,913.0,11.0,1.364,15
STRAIGHT_TRACK,3.365,0,1750.0,32.001,1.25,32
SMALL_BLOB,0.13,0,65.0,1,1,1
SMALL_BLOB,0.404,0,202.0,3.0,2.667,4
STRAIGHT_TRACK,1.927,0,977.0,17.334,1.112,18
SMALL_BLOB,0.246,0,123.0,1,1,1
HEAVY_TRACK,6.879,5,3484.0,10.833,1.123,27
LIGHT_TRACK,1.764,1,884.0,4.0,1.0,10
LIGHT_TRACK,2.102,0,1052.0,5.0,1.6,8
LIGHT_TRACK,0.925,0,463.0,4.333,1.538,6
LIGHT_TRACK,1.616,4,812.0,6.312,0.938,15
STRAIGHT_TRACK,4.956,0,2713.0,35.921,0.923,51
STRAIGHT_TRACK,4.967,0,2572.0,22.428,1.145,37
LIGHT_TRACK,0.795,0,398.0,6.0,1.458,7
STRAIGHT_TRACK,3.08,0,1575.0,16.001,0.903,26
STRAIGHT_TRACK,2.761,0,1401.0,15.0,1.107,22
SMALL_BLOB,0.432,0,216.0,1,1,2
LIGHT_TRACK,0.92,2,460.0,2.0,3.0,6
STRAIGHT_TRACK,1.814,0,913.0,10.5,1.161,15
STRAIGHT_TRACK,4.11,0,2178.0,28.657,0.907,39
SMALL_BLOB,0.935,0,468.0,2.5,2.0,4
LIGHT_TRACK,3.821,2,1924.0,9.294,1.026,19
LIGHT_TRACK,1.761,0,882.0,4.167,1.247,11
SMALL_BLOB,0.146,0,73.0,1,1,1
STRAIGHT_TRACK,5.782,0,3220.0,38.21,0.906,57
SMALL_BLOB,0.695,0,348.0,2.5,2.0,4
STRAIGHT_TRACK,2.363,0,1192.0,18.0,1.167,21
LIGHT_TRACK,3.225,0,1662.0,1,1,25
SMALL_BLOB,0.332,0,166.0,1,1,2
SMALL_BLOB,0.11,0,55.0,1,1,1
STRAIGHT_TRACK,3.587,0,1851.0,25.999,1.12,28
SMALL_BLOB,0.47,0,235.0,1,1,2
LIGHT_TRACK,1.597,0,801.0,7.25,1.233,11
SMALL_BLOB,0.877,0,439.0,1,1,4
SMALL_BLOB,0.725,0,363.0,3.0,2.667,4
STRAIGHT_TRACK,3.186,0,1642.0,21.75,1.079,31
LIGHT_TRACK,0.918,0,459.0,2.0,2.5,5
LIGHT_TRACK,6.106,1,3120.0,2.037,0.181,46
STRAIGHT_TRACK,4.493,0,2323.0,23.13,1.036,31
SMALL_BLOB,0.084,0,42.0,1,1,1
LIGHT_TRACK,2.527,0,1286.0,1,1,19
HEAVY_TRACK,1.262,6,631.0,5.0,2.2,11
STRAIGHT_TRACK,1.498,0,752.0,9.167,1.233,11
SMALL_BLOB,0.676,0,338.0,1,1,3
LIGHT_TRACK,1.182,0,592.0,1,1,6
LIGHT_TRACK,0.993,0,497.0,3.333,1.667,5
STRAIGHT_TRACK,1.237,0,621.0,9.167,1.233,11
LIGHT_TRACK,1.924,0,974.0,1,1,16
STRAIGHT_TRACK,1.004,0,503.0,8.5,1.493,7
STRAIGHT_TRACK,5.361,0,2898.0,30.078,0.855,48
LIGHT_TRACK,1.487,2,744.0,4.0,2.0,8
STRAIGHT_TRACK,1.633,0,824.0,12.25,1.194,18
LIGHT_TRACK,1.321,0,662.0,7.5,1.667,10
LIGHT_TRACK,2.149,0,1090.0,1,1,17
LIGHT_TRACK,3.53,1,1799.0,2.867,0.249,31
STRAIGHT_TRACK,1.31,0,657.0,8.167,1.259,10
SMALL_BLOB,0.204,0,102.0,1,1,2
SMALL_BLOB,0.51,0,255.0,1.0,4.0,4
SMALL_BLOB,0.06,0,30.0,1,1,1
STRAIGHT_TRACK,2.382,0,1210.0,19.0,1.228,21
STRAIGHT_TRACK,1.662,0,837.0,12.0,1.25,15
LIGHT_TRACK,2.213,2,1114.0,5.727,0.753,18
STRAIGHT_TRACK,1.968,0,994.0,20.0,1.7,17
STRAIGHT_TRACK,10.092,0,5145.0,14.12,1.103,31
LIGHT_TRACK,0.979,0,490.0,5.333,1.625,6
STRAIGHT_TRACK,3.958,0,2084.0,28.786,1.03,39
LIGHT_TRACK,1.49,0,747.0,7.25,1.319,9
LIGHT_TRACK,2.85,0,1429.0,6.833,1.297,11
STRAIGHT_TRACK,1.566,0,787.0,11.5,1.413,13
STRAIGHT_TRACK,1.305,0,655.0,9.5,1.316,10
LIGHT_TRACK,1.907,1,955.0,1.6,0.65,13
LIGHT_TRACK,5.606,3,2817.0,7.111,1.21,17
LIGHT_TRACK,6.055,0,3444.0,12.889,0.276,63
HEAVY_TRACK,6.569,7,3408.0,18.374,1.033,43
LIGHT_TRACK,1.389,0,696.0,6.0,1.343,10
LIGHT_TRACK,2.573,1,1308.0,13.091,0.847,22
HEAVY_TRACK,7.151,9,3598.0,2.455,0.526,25
LIGHT_TRACK,4.154,1,2178.0,16.556,0.597,36
SMALL_BLOB,0.21,0,105.0,1,1,2
LIGHT_TRACK,1.251,0,627.0,6.5,1.375,11
LIGHT_TRACK,1.548,2,775.0,2.667,1.219,9
SMALL_BLOB,0.386,0,193.0,1,1,2
SMALL_BLOB,0.066,0,33.0,1,1,1
STRAIGHT_TRACK,2.82,0,1441.0,17.0,1.024,27
LIGHT_TRACK,0.934,0,467.0,3.5,1.786,5
LIGHT_TRACK,1.269,0,636.0,5.666,1.137,8
STRAIGHT_TRACK,1.801,0,905.0,9.143,1.281,14
LIGHT_TRACK,1.28,0,642.0,6.714,1.24,12
STRAIGHT_TRACK,5.126,0,2782.0,35.167,0.968,49
STRAIGHT_TRACK,1.418,0,711.0,10.0,2.2,11
LIGHT_TRACK,3.255,2,1628.0,3.0,2.333,7
LIGHT_TRACK,4.778,3,2418.0,11.111,1.093,24
SMALL_BLOB,0.104,0,52.0,1,1,1
STRAIGHT_TRACK,1.118,0,560.0,9.0,2.0,9
STRAIGHT_TRACK,1.064,0,533.0,8.0,2.25,9
SMALL_BLOB,0.154,0,77.0,1,1,1
SMALL_BLOB,0.158,0,79.0,1,1,2
LIGHT_TRACK,2.862,1,1432.0,2.667,1.458,7
LIGHT_TRACK,1.747,0,875.0,4.667,1.042,7
LIGHT_TRACK,0.963,0,482.0,5.0,2.4,6
STRAIGHT_TRACK,6.278,0,3290.0,11.75,0.501,42
LIGHT_TRACK,1.544,0,774.0,6.167,1.288,11
SMALL_BLOB,0.306,0,153.0,4.0,2.0,4
LIGHT_TRACK,2.037,1,1020.0,2.5,1.1,11
SMALL_BLOB,0.246,0,123.0,1,1,2
LIGHT_TRACK,1.337,0,669.0,4.5,1.667,6
LIGHT_TRACK,2.05,2,1029.0,11.0,1.364,15
SMALL_BLOB,0.086,0,43.0,1,1,1
LIGHT_TRACK,1.211,0,606.0,7.0,2.286,8
LIGHT_TRACK,1.086,2,543.0,2.0,3.0,6
STRAIGHT_TRACK,2.147,0,1093.0,8.3,0.475,21
STRAIGHT_TRACK,3.942,0,2085.0,27.295,0.873,38
LIGHT_TRACK,5.094,2,2715.0,8.906,0.316,48
STRAIGHT_TRACK,1.542,0,777.0,14.0,1.339,15
HEAVY_TRACK,18.056,30,9254.0,10.309,0.936,46
STRAIGHT_TRACK,3.933,0,2066.0,26.833,1.009,39
SMALL_BLOB,0.492,0,246.0,4.0,2.0,4
SMALL_BLOB,0.244,0,122.0,1,1,2
STRAIGHT_TRACK,3.291,0,1730.0,18.0,0.633,37
SMALL_BLOB,0.436,0,218.0,1,1,2
LIGHT_TRACK,2.234,0,1124.0,2.275,0.368,20
LIGHT_TRACK,1.651,0,826.0,4.0,2.25,9
SMALL_BLOB,0.252,0,126.0,1,1,2
LIGHT_TRACK,1.11,0,556.0,6.5,1.731,9
LIGHT_TRACK,1.081,0,541.0,5.0,1.75,7
LIGHT_TRACK,1.831,0,922.0,1,1,12
SMALL_BLOB,0.168,0,84.0,1,1,1
LIGHT_TRACK,1.504,0,755.0,7.9,1.218,13
LIGHT_TRACK,10.182,2,9277.0,118.304,0.867,170
SMALL_BLOB,0.136,0,68.0,1,1,1
LIGHT_TRACK,5.106,4,2575.0,9.636,1.115,20
HEAVY_TRACK,7.31,5,3703.0,5.187,0.529,27
LIGHT_TRACK,0.602,0,301.0,6.0,1.667,5
LIGHT_TRACK,1.087,2,544.0,2.667,1.667,8
LIGHT_TRACK,0.93,0,466.0,7.5,1.367,9
STRAIGHT_TRACK,1.628,0,817.0,11.0,1.273,14
STRAIGHT_TRACK,1.552,0,779.0,8.75,1.457,12
SMALL_BLOB,0.084,0,42.0,1,1,1
SMALL_BLOB,0.102,0,51.0,1,1,1
STRAIGHT_TRACK,1.393,0,699.0,8.5,1.375,11
HEAVY_TRACK,59.95,68,30041.0,2.657,0.909,80
SMALL_BLOB,0.39,0,195.0,1,1,2
STRAIGHT_TRACK,1.714,0,861.0,14.0,2.143,15
STRAIGHT_TRACK,3.598,0,1900.0,19.923,0.637,37
LIGHT_TRACK,1.793,0,897.0,2.75,1.591,7
LIGHT_TRACK,1.955,3,983.0,7.5,0.867,13
STRAIGHT_TRACK,2.184,0,1107.0,26.498,1.604,17
LIGHT_TRACK,3.95,3,1976.0,1.75,1.429,8
LIGHT_TRACK,0.899,0,450.0,4.0,1.422,7
STRAIGHT_TRACK,5.301,0,2676.0,11.0,1.193,21
LIGHT_TRACK,1.242,3,622.0,2.75,1.023,9
SMALL_BLOB,0.202,0,101.0,1,1,2
LIGHT_TRACK,1.112,0,557.0,1,1,6
SMALL_BLOB,0.38,0,190.0,1,1,2
HEAVY_TRACK,11.504,16,5776.0,3.625,1.078,25
SMALL_BLOB,0.156,0,78.0,1,1,2
SMALL_BLOB,0.054,0,27.0,1,1,1
SMALL_BLOB,0.192,0,96.0,1,1,1
LIGHT_TRACK,3.05,4,1544.0,7.182,0.633,22
STRAIGHT_TRACK,2.462,0,1256.0,10.428,0.661,26
STRAIGHT_TRACK,1.131,0,568.0,9.125,1.224,11
LIGHT_TRACK,1.761,1,883.0,2.087,0.594,16
SMALL_BLOB,0.262,0,131.0,1.0,3.0,3
HEAVY_TRACK,22.09,28,11116.0,4.0,1.125,36
SMALL_BLOB,0.336,0,168.0,1,1,2
LIGHT_TRACK,1.241,0,621.0,2.0,1.5,6
LIGHT_TRACK,3.947,4,1978.0,5.0,1.444,13
LIGHT_TRACK,1.188,0,595.0,6.2,1.342,8
HEAVY_TRACK,4.398,5,2291.0,11.139,0.483,37
LIGHT_TRACK,0.985,0,493.0,6.0,2.333,7
STRAIGHT_TRACK,2.398,0,1214.0,16.666,1.333,20
LIGHT_TRACK,0.988,0,495.0,7.5,1.333,8
LIGHT_TRACK,1.256,0,630.0,8.0,1.528,11
LIGHT_TRACK,1.032,1,516.0,2.0,1.667,6
LIGHT_TRACK,1.278,0,639.0,5.0,1.6,8
LIGHT_TRACK,1.62,0,815.0,1,1,11
STRAIGHT_TRACK,1.506,0,754.0,10.0,1.3,13
LIGHT_TRACK,1.158,1,579.0,1.0,1.75,7
SMALL_BLOB,1.869,0,935.0,1,1,3
LIGHT_TRACK,3.12,1,1573.0,6.909,0.813,20
SMALL_BLOB,0.184,0,92.0,1,1,1
LIGHT_TRACK,0.975,0,488.0,1,1,5
STRAIGHT_TRACK,3.309,0,1713.0,22.91,1.114,35
SMALL_BLOB,0.666,0,333.0,1.0,3.0,3
LIGHT_TRACK,6.825,4,3609.0,14.333,0.557,46
LIGHT_TRACK,1.267,0,635.0,6.429,1.302,10
SMALL_BLOB,0.442,0,221.0,6.5,2.0,4
STRAIGHT_TRACK,4.943,0,2673.0,38.89,1.078,47
LIGHT_TRACK,4.138,1,2075.0,5.6,1.207,13
SMALL_BLOB,0.264,0,132.0,1,1,2
STRAIGHT_TRACK,1.654,0,833.0,11.75,1.217,15
LIGHT_TRACK,2.167,1,1088.0,3.04,0.584,15
SMALL_BLOB,0.08,0,40.0,1,1,1
STRAIGHT_TRACK,4.308,0,2260.0,23.999,0.879,37
STRAIGHT_TRACK,1.657,0,832.0,10.0,1.333,12
SMALL_BLOB,0.332,0,166.0,1,1,1
STRAIGHT_TRACK,1.401,0,703.0,9.666,1.494,10
SMALL_BLOB,0.156,0,78.0,1,1,1
LIGHT_TRACK,0.931,0,466.0,4.25,1.5,6
LIGHT_TRACK,1.05,0,526.0,5.5,1.545,8
LIGHT_TRACK,0.73,0,365.0,2.0,2.5,5
STRAIGHT_TRACK,1.403,0,705.0,9.222,1.131,13
SMALL_BLOB,0.046,0,23.0,1,1,1
LIGHT_TRACK,3.649,2,1837.0,5.556,0.811,20
LIGHT_TRACK,8.941,1,6870.0,51.834,0.499,131
SMALL_BLOB,0.046,0,23.0,1,1,1
LIGHT_TRACK,1.415,2,708.0,3.0,2.333,7
STRAIGHT_TRACK,2.954,0,1504.0,17.455,1.1,23
SMALL_BLOB,0.182,0,91.0,1,1,1
LIGHT_TRACK,0.921,0,461.0,5.0,2.4,6
STRAIGHT_TRACK,1.688,0,852.0,14.333,1.24,16
LIGHT_TRACK,1.261,0,633.0,6.7,1.093,12
STRAIGHT_TRACK,1.759,0,885.0,11.751,1.266,14
LIGHT_TRACK,0.836,0,418.0,4.0,1.75,7
LIGHT_TRACK,1.187,0,595.0,5.2,1.1,11
SMALL_BLOB,0.328,0,164.0,1,1,2
LIGHT_TRACK,1.806,0,907.0,7.6,1.197,14
LIGHT_TRACK,5.462,1,3065.0,36.034,0.847,61
LIGHT_TRACK,1.741,3,871.0,2.0,1.406,9
LIGHT_TRACK,5.771,2,2906.0,6.0,0.792,19
STRAIGHT_TRACK,2.793,0,1433.0,24.333,1.142,25
LIGHT_TRACK,1.824,0,914.0,3.6,0.806,10
STRAIGHT_TRACK,1.331,0,669.0,11.5,1.413,13
LIGHT_TRACK,1.605,2,803.0,2.667,1.667,8
LIGHT_TRACK,9.493,2,6349.0,9.032,0.134,117
SMALL_BLOB,0.048,0,24.0,1,1,1
SMALL_BLOB,0.124,0,62.0,1,1,2
LIGHT_TRACK,0.752,0,376.0,3.0,1.667,5
SMALL_BLOB,0.867,0,434.0,3.0,2.667,4
LIGHT_TRACK,0.854,0,428.0,1,1,6
LIGHT_TRACK,3.79,0,1947.0,4.619,0.263,31
