cluster_type,LET,inner_pixels,energy,lw_ratio,density,pixel_count
LIGHT_TRACK,1.485,1,744.0,4.333,1.066,11
SMALL_BLOB,0.146,0,73.0,1,1,1
LIGHT_TRACK,1.719,0,861.0,6.2,1.342,8
STRAIGHT_TRACK,1.919,0,965.0,8.5,1.206,16
LIGHT_TRACK,1.965,1,984.0,4.0,1.17,9
LIGHT_TRACK,1.614,0,809.0,5.0,1.1,11
SMALL_BLOB,1.012,0,506.0,1.0,3.0,3
LIGHT_TRACK,1.824,0,915.0,5.8,0.986,11
LIGHT_TRACK,1.873,0,939.0,5.0,1.1,11
LIGHT_TRACK,2.892,1,1456.0,8.667,1.09,17
HEAVY_TRACK,8.907,14,4455.0,3.5,1.429,20
SMALL_BLOB,0.748,0,374.0,1,1,2
HEAVY_TRACK,10.557,15,5448.0,14.714,0.969,43
LIGHT_TRACK,1.57,0,787.0,6.167,1.288,11
SMALL_BLOB,0.967,0,484.0,3.0,2.667,4
STRAIGHT_TRACK,1.834,0,923.0,12.0,1.389,15
STRAIGHT_TRACK,1.669,0,839.0,10.75,1.285,13
SMALL_BLOB,0.152,0,76.0,1,1,2
HEAVY_TRACK,4.578,6,2315.0,7.7,0.81,24
LIGHT_TRACK,4.662,0,2404.0,7.342,0.403,35
LIGHT_TRACK,1.544,0,774.0,5.75,1.196,11
SMALL_BLOB,0.21,0,105.0,1,1,2
SMALL_BLOB,0.308,0,154.0,1,1,2
LIGHT_TRACK,12.726,3,8036.0,36.0,0.605,100
SMALL_BLOB,0.84,0,420.0,2.0,3.0,3
SMALL_BLOB,0.374,0,187.0,1,1,2
LIGHT_TRACK,1.414,0,707.0,4.0,1.5,6
LIGHT_TRACK,6.388,9,3208.0,2.11,0.282,34
HEAVY_TRACK,4.897,7,2500.0,11.259,0.876,33
STRAIGHT_TRACK,1.982,0,996.0,10.5,1.315,13
STRAIGHT_TRACK,3.401,0,1738.0,17.0,1.062,28
SMALL_BLOB,0.482,0,241.0,1,1,2
STRAIGHT_TRACK,2.286,0,1156.0,15.222,1.197,18
HEAVY_TRACK,4.575,7,2330.0,5.4,0.504,34
SMALL_BLOB,0.08,0,40.0,1,1,1
SMALL_BLOB,0.865,0,433.0,2.0,2.0,4
LIGHT_TRACK,1.362,0,682.0,5.25,1.393,9
STRAIGHT_TRACK,2.022,0,1016.0,11.0,1.591,14
SMALL_BLOB,0.066,0,33.0,1,1,1
STRAIGHT_TRACK,5.714,0,2999.0,25.25,1.015,41
HEAVY_TRACK,6.474,6,3319.0,5.063,0.481,48
LIGHT_TRACK,1.718,1,860.0,3.2,1.125,9
SMALL_BLOB,0.308,0,154.0,1,1,1
LIGHT_TRACK,1.208,0,604.0,4.0,1.75,7
LIGHT_TRACK,0.672,0,336.0,3.5,1.786,5
STRAIGHT_TRACK,1.501,0,754.0,10.5,1.429,12
LIGHT_TRACK,3.069,2,1559.0,10.777,0.83,25
LIGHT_TRACK,5.125,3,2624.0,5.5,0.385,33
SMALL_BLOB,0.068,0,34.0,1,1,1
HEAVY_TRACK,8.512,8,4423.0,14.325,0.769,43
SMALL_BLOB,0.42,0,210.0,1,1,2
STRAIGHT_TRACK,4.228,0,2198.0,24.167,1.046,35
LIGHT_TRACK,1.31,0,657.0,1,1,8
LIGHT_TRACK,7.843,1,4310.0,32.962,0.903,57
LIGHT_TRACK,1.721,0,863.0,6.5,1.175,11
SMALL_BLOB,0.904,0,452.0,1.0,3.0,3
LIGHT_TRACK,0.773,1,387.0,3.333,1.333,8
LIGHT_TRACK,1.441,1,721.0,2.0,1.667,6
STRAIGHT_TRACK,1.796,0,901.0,8.666,1.41,11
LIGHT_TRACK,2.145,0,1076.0,6.25,1.23,12
STRAIGHT_TRACK,5.084,0,2664.0,26.626,1.031,38
STRAIGHT_TRACK,2.965,0,1498.0,10.6,1.05,21
SMALL_BLOB,0.38,0,190.0,1,1,2
SMALL_BLOB,0.072,0,36.0,1,1,2
SMALL_BLOB,0.965,0,483.0,1.0,4.0,4
STRAIGHT_TRACK,1.609,0,808.0,10.0,1.444,13
LIGHT_TRACK,1.328,0,665.0,6.5,1.731,9
LIGHT_TRACK,1.738,0,870.0,5.0,1.6,8
SMALL_BLOB,0.276,0,138.0,1,1,1
SMALL_BLOB,0.364,0,182.0,1,1,2
STRAIGHT_TRACK,1.737,0,873.0,9.0,1.174,13
LIGHT_TRACK,4.994,1,2535.0,6.657,0.568,26
LIGHT_TRACK,2.077,1,1044.0,7.5,0.992,14
LIGHT_TRACK,1.661,0,832.0,4.5,1.111,10
LIGHT_TRACK,2.587,0,1304.0,6.667,0.667,16
STRAIGHT_TRACK,3.038,0,1528.0,11.0,1.455,16
LIGHT_TRACK,1.2,0,601.0,4.75,1.368,8
LIGHT_TRACK,1.25,0,626.0,1,1,6
STRAIGHT_TRACK,1.864,0,933.0,10.0,1.3,13
STRAIGHT_TRACK,2.119,0,1069.0,12.375,1.205,18
LIGHT_TRACK,1.725,0,866.0,5.857,0.929,13
STRAIGHT_TRACK,2.942,0,1492.0,19.001,1.579,24
LIGHT_TRACK,3.353,2,1714.0,9.0,0.561,28
STRAIGHT_TRACK,4.617,0,2417.0,22.083,0.849,37
SMALL_BLOB,0.392,0,196.0,1.0,3.0,3
STRAIGHT_TRACK,1.573,0,790.0,9.4,1.328,12
SMALL_BLOB,0.292,0,146.0,1,1,1
SMALL_BLOB,0.378,0,189.0,3.0,2.667,4
SMALL_BLOB,0.084,0,42.0,1,1,1
LIGHT_TRACK,1.814,2,908.0,5.0,1.8,9
SMALL_BLOB,0.332,0,166.0,1.0,3.0,3
HEAVY_TRACK,3.891,5,1949.0,4.333,0.538,21
HEAVY_TRACK,9.758,9,4995.0,13.75,1.028,36
SMALL_BLOB,0.194,0,97.0,1,1,1
LIGHT_TRACK,1.474,0,738.0,6.5,1.731,9
STRAIGHT_TRACK,3.329,0,1706.0,19.648,1.129,29
SMALL_BLOB,0.318,0,159.0,1,1,2
SMALL_BLOB,0.448,0,224.0,2.0,3.0,3
STRAIGHT_TRACK,1.4,0,702.0,8.5,1.471,10
LIGHT_TRACK,1.951,1,976.0,2.667,1.458,7
SMALL_BLOB,0.334,0,167.0,1,1,2
LIGHT_TRACK,1.518,0,761.0,6.0,1.272,11
STRAIGHT_TRACK,6.148,0,3445.0,40.833,0.989,62
STRAIGHT_TRACK,1.537,0,773.0,13.4,1.325,12
LIGHT_TRACK,1.614,4,807.0,5.0,2.0,10
LIGHT_TRACK,3.194,1,1622.0,12.533,0.922,23
STRAIGHT_TRACK,2.819,0,1426.0,12.714,1.091,20
LIGHT_TRACK,1.414,0,709.0,7.143,1.289,11
LIGHT_TRACK,5.869,4,2963.0,8.8,1.045,23
LIGHT_TRACK,1.194,0,597.0,2.0,2.5,5
SMALL_BLOB,0.338,0,169.0,1,1,2
SMALL_BLOB,0.338,0,169.0,1,1,2
LIGHT_TRACK,5.46,1,2861.0,10.639,0.432,40
SMALL_BLOB,0.34,0,170.0,1,1,2
SMALL_BLOB,0.168,0,84.0,1,1,1
SMALL_BLOB,0.845,0,423.0,2.0,2.0,4
LIGHT_TRACK,4.644,1,2333.0,1.125,0.389,28
STRAIGHT_TRACK,1.645,0,825.0,11.0,2.182,12
LIGHT_TRACK,4.934,2,2493.0,10.0,1.039,22
SMALL_BLOB,0.046,0,23.0,1,1,1
SMALL_BLOB,0.278,0,139.0,1,1,2
STRAIGHT_TRACK,2.443,0,1232.0,11.625,1.142,17
LIGHT_TRACK,4.57,3,2329.0,7.895,0.57,28
STRAIGHT_TRACK,3.72,0,1916.0,24.0,1.181,30
STRAIGHT_TRACK,5.274,0,2806.0,26.037,0.865,44
LIGHT_TRACK,0.92,0,460.0,4.0,2.5,5
HEAVY_TRACK,3.818,5,1922.0,2.517,0.445,23
SMALL_BLOB,1.757,0,879.0,1.0,4.0,4
STRAIGHT_TRACK,5.515,0,2928.0,31.791,1.048,42
HEAVY_TRACK,3.437,5,1728.0,2.2,0.477,21
LIGHT_TRACK,1.485,0,744.0,6.25,1.36,8
LIGHT_TRACK,2.405,0,1211.0,4.281,0.5,16
LIGHT_TRACK,5.625,0,3000.0,11.793,0.403,47
LIGHT_TRACK,2.119,2,1060.0,1.714,1.071,9
SMALL_BLOB,0.158,0,79.0,1,1,2
SMALL_BLOB,0.36,0,180.0,1.0,3.0,3
LIGHT_TRACK,1.56,1,782.0,5.0,1.122,11
STRAIGHT_TRACK,2.194,0,1105.0,12.143,1.176,14
HEAVY_TRACK,10.462,12,6272.0,23.781,0.452,83
SMALL_BLOB,0.164,0,82.0,1,1,1
SMALL_BLOB,0.266,0,133.0,1,1,1
LIGHT_TRACK,1.159,0,580.0,5.667,1.667,5
SMALL_BLOB,0.33,0,165.0,1,1,2
LIGHT_TRACK,3.925,2,2019.0,17.8,0.944,31
STRAIGHT_TRACK,2.164,0,1092.0,14.333,1.24,16
SMALL_BLOB,0.858,0,429.0,1.0,3.0,3
HEAVY_TRACK,6.307,6,3177.0,8.8,1.241,21
STRAIGHT_TRACK,1.726,0,867.0,10.0,1.444,13
LIGHT_TRACK,1.136,0,568.0,2.0,2.5,5
HEAVY_TRACK,5.038,5,2531.0,1.464,0.429,29
SMALL_BLOB,0.26,0,130.0,1.0,3.0,3
SMALL_BLOB,0.791,0,396.0,1.0,4.0,4
SMALL_BLOB,0.324,0,162.0,5.0,3.0,3
SMALL_BLOB,0.985,0,493.0,2.0,2.0,4
SMALL_BLOB,0.186,0,93.0,1,1,1
STRAIGHT_TRACK,2.128,0,1070.0,10.6,1.321,14
LIGHT_TRACK,1.849,1,927.0,4.875,1.022,11
LIGHT_TRACK,4.942,0,2523.0,6.071,0.386,27
SMALL_BLOB,0.392,0,196.0,1,1,2
LIGHT_TRACK,1.303,0,653.0,7.666,1.304,9
LIGHT_TRACK,1.56,0,781.0,3.2,1.0,8
SMALL_BLOB,0.158,0,79.0,1,1,1
LIGHT_TRACK,1.176,0,589.0,5.6,1.429,8
HEAVY_TRACK,5.412,8,2834.0,7.333,0.326,43
SMALL_BLOB,0.846,0,423.0,2.0,3.0,3
LIGHT_TRACK,3.401,0,1749.0,4.857,0.252,30
LIGHT_TRACK,32.187,40,27166.0,4.6,0.061,240
STRAIGHT_TRACK,1.827,0,918.0,8.714,1.213,14
HEAVY_TRACK,6.925,14,3466.0,19.0,1.632,31
SMALL_BLOB,0.092,0,46.0,1,1,1
SMALL_BLOB,0.29,0,145.0,1,1,2
SMALL_BLOB,0.414,0,207.0,1,1,2
LIGHT_TRACK,2.588,2,1298.0,5.571,1.19,13
SMALL_BLOB,0.24,0,120.0,1,1,1
LIGHT_TRACK,2.155,4,1079.0,3.5,1.429,10
LIGHT_TRACK,2.487,4,1249.0,4.75,0.895,16
HEAVY_TRACK,2.722,5,1368.0,3.667,0.682,18
SMALL_BLOB,0.022,0,11.0,1,1,1
SMALL_BLOB,0.282,0,141.0,1,1,2
LIGHT_TRACK,2.84,3,1427.0,2.8,0.457,16
STRAIGHT_TRACK,8.938,0,5034.0,39.837,1.007,68
SMALL_BLOB,0.086,0,43.0,1,1,1
STRAIGHT_TRACK,1.398,0,701.0,8.5,1.324,9
STRAIGHT_TRACK,1.791,0,898.0,9.0,1.333,12
LIGHT_TRACK,0.941,0,471.0,3.25,1.5,6
LIGHT_TRACK,8.891,2,5404.0,50.288,0.916,87
STRAIGHT_TRACK,2.7,0,1369.0,17.666,1.384,22
SMALL_BLOB,0.212,0,106.0,1,1,1
LIGHT_TRACK,2.832,0,1418.0,1.429,0.536,15
STRAIGHT_TRACK,2.417,0,1222.0,13.333,1.208,20
LIGHT_TRACK,3.618,2,1834.0,24.0,1.167,28
STRAIGHT_TRACK,4.269,0,2223.0,24.001,0.995,35
LIGHT_TRACK,2.743,1,1374.0,2.286,0.754,13
SMALL_BLOB,0.142,0,71.0,1,1,1
LIGHT_TRACK,1.696,0,848.0,7.0,1.429,10
STRAIGHT_TRACK,0.705,0,353.0,10.0,2.5,5
LIGHT_TRACK,1.478,0,741.0,8.0,1.528,11
LIGHT_TRACK,2.722,1,1373.0,5.235,0.559,19
LIGHT_TRACK,1.3,0,650.0,2.0,1.389,5
LIGHT_TRACK,1.503,0,753.0,5.25,1.393,9
LIGHT_TRACK,3.963,2,1983.0,5.667,0.431,22
LIGHT_TRACK,1.544,0,773.0,7.0,2.0,7
LIGHT_TRACK,1.79,2,896.0,2.0,1.222,11
LIGHT_TRACK,2.181,0,1096.0,6.133,0.891,15
SMALL_BLOB,0.244,0,122.0,1,1,2
STRAIGHT_TRACK,2.221,0,1120.0,11.667,1.169,17
SMALL_BLOB,0.158,0,79.0,1,1,1
LIGHT_TRACK,1.443,0,722.0,6.0,1.5,9
LIGHT_TRACK,4.224,2,2178.0,20.728,1.014,31
LIGHT_TRACK,1.879,0,945.0,6.75,0.868,15
STRAIGHT_TRACK,2.001,0,1008.0,12.2,1.23,15
SMALL_BLOB,1.315,0,658.0,1.0,4.0,4
LIGHT_TRACK,2.008,0,1008.0,3.7,0.6,12
SMALL_BLOB,0.534,0,267.0,1.0,3.0,3
STRAIGHT_TRACK,4.045,0,2070.0,10.116,0.573,27
STRAIGHT_TRACK,2.774,0,1407.0,10.615,0.725,20
HEAVY_TRACK,5.006,8,2549.0,5.536,0.449,30
LIGHT_TRACK,2.815,3,1410.0,4.333,1.41,11
LIGHT_TRACK,4.443,0,2272.0,3.107,0.214,31
STRAIGHT_TRACK,8.525,0,4973.0,47.5,0.947,72
SMALL_BLOB,0.913,0,457.0,1,1,4
SMALL_BLOB,0.228,0,114.0,1,1,1
LIGHT_TRACK,2.186,3,1094.0,3.0,1.333,8
LIGHT_TRACK,1.324,0,663.0,7.0,1.651,8
STRAIGHT_TRACK,1.724,0,865.0,8.6,1.279,11
LIGHT_TRACK,4.131,0,2073.0,6.75,1.389,15
STRAIGHT_TRACK,4.757,0,2545.0,33.4,1.037,45
SMALL_BLOB,0.128,0,64.0,1,1,1
LIGHT_TRACK,1.889,2,945.0,8.0,1.5,12
LIGHT_TRACK,7.012,3,3780.0,9.124,0.315,56
LIGHT_TRACK,1.157,0,579.0,4.25,1.5,6
STRAIGHT_TRACK,2.881,0,1459.0,14.0,1.131,21
HEAVY_TRACK,2.776,8,1396.0,5.0,0.889,20
LIGHT_TRACK,1.284,0,643.0,6.5,1.538,8
SMALL_BLOB,1.019,0,510.0,2.0,2.0,4
LIGHT_TRACK,2.133,0,1075.0,7.555,0.853,18
STRAIGHT_TRACK,2.524,0,1273.0,13.666,1.229,16
HEAVY_TRACK,4.063,6,2032.0,11.0,1.545,17
LIGHT_TRACK,1.628,0,815.0,7.0,1.429,10
SMALL_BLOB,0.739,0,370.0,3.0,2.667,4
LIGHT_TRACK,1.773,2,887.0,9.0,1.444,13
LIGHT_TRACK,6.073,2,3200.0,9.584,0.382,44
SMALL_BLOB,0.936,0,468.0,1,1,2
LIGHT_TRACK,2.226,2,1115.0,8.0,1.5,12
STRAIGHT_TRACK,1.989,0,1001.0,9.889,1.142,15
SMALL_BLOB,0.951,0,476.0,1,1,4
STRAIGHT_TRACK,2.095,0,1057.0,15.0,1.5,18
SMALL_BLOB,0.214,0,107.0,1,1,1
STRAIGHT_TRACK,2.393,0,1211.0,12.533,1.028,20
LIGHT_TRACK,3.487,2,1780.0,14.714,0.936,27
SMALL_BLOB,0.202,0,101.0,1,1,1
SMALL_BLOB,0.684,0,342.0,1,1,2
LIGHT_TRACK,1.083,0,542.0,4.0,1.422,7
LIGHT_TRACK,2.269,0,1142.0,7.647,1.0,17
SMALL_BLOB,0.15,0,75.0,1,1,1
LIGHT_TRACK,3.43,2,1717.0,5.0,1.8,9
HEAVY_TRACK,7.524,8,3767.0,2.333,1.333,14
HEAVY_TRACK,3.159,6,1597.0,19.0,1.316,25
LIGHT_TRACK,1.765,0,886.0,7.167,1.26,13
SMALL_BLOB,0.072,0,36.0,1,1,1
LIGHT_TRACK,7.94,2,4189.0,3.667,0.193,58
SMALL_BLOB,0.752,0,376.0,1,1,3
LIGHT_TRACK,0.871,0,436.0,1,1,5
STRAIGHT_TRACK,1.593,0,798.0,9.0,2.222,10
HEAVY_TRACK,3.33,7,1666.0,2.667,0.875,21
HEAVY_TRACK,84.312,71,42629.0,1.875,0.708,85
LIGHT_TRACK,1.655,1,829.0,2.0,0.78,12
LIGHT_TRACK,2.886,1,1445.0,4.0,1.25,9
HEAVY_TRACK,8.729,5,4456.0,12.5,0.972,33
SMALL_BLOB,0.158,0,79.0,1,1,2
SMALL_BLOB,0.188,0,94.0,1,1,1
SMALL_BLOB,0.747,0,374.0,1,1,4
LIGHT_TRACK,1.168,0,584.0,4.0,1.75,7
HEAVY_TRACK,7.027,12,3825.0,33.489,1.012,56
HEAVY_TRACK,13.324,14,6827.0,27.0,1.444,39
SMALL_BLOB,0.334,0,167.0,1,1,2
LIGHT_TRACK,3.543,3,1772.0,1.5,1.5,9
SMALL_BLOB,0.722,0,361.0,1,1,2
STRAIGHT_TRACK,2.785,0,1416.0,16.999,1.15,23
SMALL_BLOB,0.246,0,123.0,1,1,2
STRAIGHT_TRACK,2.842,0,1432.0,14.0,1.607,18
SMALL_BLOB,0.482,0,241.0,1,1,1
LIGHT_TRACK,4.678,2,2453.0,22.799,0.935,41
LIGHT_TRACK,1.255,0,628.0,5.0,2.4,6
STRAIGHT_TRACK,2.019,0,1016.0,10.1,1.218,15
STRAIGHT_TRACK,3.164,0,1592.0,9.0,1.156,16
SMALL_BLOB,0.915,0,458.0,3.0,2.667,4
STRAIGHT_TRACK,1.761,0,885.0,9.222,1.218,14
LIGHT_TRACK,2.539,0,1275.0,5.286,0.816,13
STRAIGHT_TRACK,2.046,0,1032.0,15.0,1.417,17
LIGHT_TRACK,4.583,2,2316.0,1.556,0.246,31
LIGHT_TRACK,3.286,3,1667.0,5.875,0.497,25
SMALL_BLOB,0.966,0,483.0,1.0,3.0,3
STRAIGHT_TRACK,5.242,0,2749.0,28.638,1.088,38
LIGHT_TRACK,1.232,0,617.0,4.25,1.324,9
HEAVY_TRACK,3.41,5,1718.0,6.5,0.812,19
LIGHT_TRACK,2.929,0,1470.0,6.889,1.235,13
STRAIGHT_TRACK,1.432,0,720.0,9.25,1.142,13
LIGHT_TRACK,3.223,4,1647.0,18.095,1.059,26
HEAVY_TRACK,4.287,7,2156.0,6.5,1.111,20
LIGHT_TRACK,3.16,0,1580.0,2.0,2.5,5
LIGHT_TRACK,11.072,7,6806.0,5.956,0.127,109
LIGHT_TRACK,2.44,1,1236.0,11.75,0.995,22
LIGHT_TRACK,4.593,2,2335.0,3.85,0.367,31
LIGHT_TRACK,1.695,0,850.0,7.8,1.41,11
LIGHT_TRACK,1.941,1,973.0,2.056,0.566,13
MEDIUM_BLOB,1.806,3,903.0,1.0,2.0,8
LIGHT_TRACK,2.163,0,1084.0,2.769,0.682,11
STRAIGHT_TRACK,1.841,0,924.0,10.0,1.625,13
LIGHT_TRACK,3.671,0,1868.0,6.408,0.45,25
LIGHT_TRACK,1.896,1,949.0,2.667,1.083,8
SMALL_BLOB,0.304,0,152.0,1,1,2
LIGHT_TRACK,3.02,2,1524.0,18.0,1.222,22
LIGHT_TRACK,1.652,0,828.0,6.0,1.273,11
LIGHT_TRACK,3.678,0,1868.0,6.182,0.485,25
LIGHT_TRACK,1.318,2,659.0,3.0,2.333,7
SMALL_BLOB,0.494,0,247.0,1,1,2
SMALL_BLOB,0.132,0,66.0,1,1,1
LIGHT_TRACK,1.248,0,624.0,3.0,2.0,6
LIGHT_TRACK,2.767,3,1396.0,6.333,0.667,19
SMALL_BLOB,0.08,0,40.0,1,1,1
SMALL_BLOB,0.154,0,77.0,1,1,1
SMALL_BLOB,0.222,0,111.0,1,1,1
SMALL_BLOB,0.204,0,102.0,1,1,2
LIGHT_TRACK,2.288,4,1146.0,14.0,1.357,19
MEDIUM_BLOB,3.143,2,1572.0,1.0,1.75,7
STRAIGHT_TRACK,5.121,0,2703.0,27.374,0.98,41
LIGHT_TRACK,1.013,0,507.0,4.0,1.875,6
SMALL_BLOB,0.542,0,271.0,1,1,2
LIGHT_TRACK,1.47,0,737.0,1,1,7
STRAIGHT_TRACK,2.85,0,1449.0,15.667,1.06,23
SMALL_BLOB,0.104,0,52.0,1,1,1
HEAVY_TRACK,4.62,7,2315.0,3.333,1.167,14
LIGHT_TRACK,4.016,0,2099.0,7.805,0.321,38
LIGHT_TRACK,1.273,0,637.0,5.0,1.75,7
SMALL_BLOB,0.058,0,29.0,1,1,1
SMALL_BLOB,0.272,0,136.0,1,1,2
STRAIGHT_TRACK,1.851,0,930.0,10.1,1.2,12
STRAIGHT_TRACK,3.5,0,1789.0,21.5,1.195,25
SMALL_BLOB,0.136,0,68.0,1,1,1
LIGHT_TRACK,3.398,1,1700.0,4.143,0.514,18
STRAIGHT_TRACK,3.015,0,1541.0,17.818,1.025,26
STRAIGHT_TRACK,2.699,0,1361.0,10.0,1.065,18
LIGHT_TRACK,1.989,1,996.0,4.0,1.25,10
STRAIGHT_TRACK,2.594,0,1312.0,13.7,1.137,19
STRAIGHT_TRACK,2.792,0,1420.0,15.4,1.06,24
SMALL_BLOB,0.66,0,330.0,1,1,2
STRAIGHT_TRACK,4.403,0,2290.0,23.833,1.049,36
LIGHT_TRACK,3.912,3,1969.0,1.562,0.263,21
LIGHT_TRACK,1.837,0,920.0,3.778,1.0,9
STRAIGHT_TRACK,1.661,0,836.0,12.167,1.311,14
SMALL_BLOB,0.08,0,40.0,1,1,2
SMALL_BLOB,0.138,0,69.0,1,1,1
LIGHT_TRACK,8.783,2,5195.0,21.899,0.411,75
LIGHT_TRACK,1.896,2,949.0,10.0,1.4,14
STRAIGHT_TRACK,1.172,0,587.0,8.0,1.562,8
LIGHT_TRACK,3.688,2,1865.0,4.385,0.487,25
LIGHT_TRACK,2.623,0,1314.0,4.75,1.316,10
SMALL_BLOB,0.092,0,46.0,1,1,1
STRAIGHT_TRACK,2.83,0,1431.0,13.556,1.125,19
STRAIGHT_TRACK,3.1,0,1584.0,11.75,0.718,27
HEAVY_TRACK,15.963,21,8779.0,26.939,0.95,74
STRAIGHT_TRACK,1.51,0,758.0,8.125,1.154,12
LIGHT_TRACK,1.893,1,947.0,1.25,1.5,6
STRAIGHT_TRACK,2.736,0,1384.0,11.143,0.952,20
LIGHT_TRACK,1.613,3,807.0,1.429,1.143,8
STRAIGHT_TRACK,2.299,0,1156.0,8.445,1.162,15
LIGHT_TRACK,1.693,0,848.0,6.4,1.463,9
STRAIGHT_TRACK,5.96,0,3234.0,32.817,0.922,50
SMALL_BLOB,0.21,0,105.0,1,1,1
SMALL_BLOB,0.284,0,142.0,1,1,2
STRAIGHT_TRACK,1.402,0,702.0,8.0,2.25,9
SMALL_BLOB,0.05,0,25.0,1,1,1
LIGHT_TRACK,9.32,2,5310.0,4.094,0.113,82
LIGHT_TRACK,8.158,3,4733.0,9.722,0.199,71
LIGHT_TRACK,1.222,0,612.0,6.25,1.36,8
SMALL_BLOB,0.14,0,70.0,1,1,1
STRAIGHT_TRACK,2.745,0,1394.0,14.833,1.124,24
STRAIGHT_TRACK,8.875,0,5422.0,48.621,0.799,81
STRAIGHT_TRACK,4.009,0,2063.0,19.68,1.031,31
LIGHT_TRACK,2.604,2,1310.0,9.0,1.156,16
STRAIGHT_TRACK,1.795,0,902.0,8.667,1.167,14
LIGHT_TRACK,13.387,0,11460.0,25.46,0.21,159
SMALL_BLOB,0.44,0,220.0,1,1,2
LIGHT_TRACK,1.429,0,716.0,7.2,1.45,9
LIGHT_TRACK,1.231,1,616.0,2.667,1.458,7
LIGHT_TRACK,2.222,0,1111.0,2.0,2.5,5
SMALL_BLOB,0.218,0,109.0,1,1,2
LIGHT_TRACK,5.13,1,2638.0,11.333,0.667,34
STRAIGHT_TRACK,1.83,0,921.0,8.125,0.938,15
SMALL_BLOB,0.174,0,87.0,1,1,2
LIGHT_TRACK,3.091,0,1549.0,1.692,0.524,15
SMALL_BLOB,0.31,0,155.0,1,1,2
LIGHT_TRACK,3.795,0,1961.0,6.182,0.318,35
SMALL_BLOB,0.092,0,46.0,1,1,1
LIGHT_TRACK,2.201,0,1111.0,1,1,14
SMALL_BLOB,0.626,0,313.0,1,1,2
STRAIGHT_TRACK,2.506,0,1269.0,13.222,1.018,20
SMALL_BLOB,0.064,0,32.0,1,1,1
LIGHT_TRACK,3.292,4,1679.0,16.133,1.079,27
LIGHT_TRACK,4.499,4,2295.0,16.301,1.117,28
STRAIGHT_TRACK,1.166,0,584.0,9.0,2.0,9
LIGHT_TRACK,10.713,3,6979.0,13.721,0.205,104
HEAVY_TRACK,9.18,6,4741.0,57.0,1.123,64
STRAIGHT_TRACK,3.687,0,1879.0,16.2,1.091,26
LIGHT_TRACK,5.298,2,2739.0,9.222,0.495,37
MEDIUM_BLOB,1.835,3,918.0,1.0,1.222,11
STRAIGHT_TRACK,2.149,0,1083.0,8.6,0.931,17
SMALL_BLOB,0.514,0,257.0,1.0,3.0,3
LIGHT_TRACK,2.557,1,1279.0,2.0,1.667,6
HEAVY_TRACK,13.711,17,9221.0,20.127,0.348,140
LIGHT_TRACK,1.596,0,801.0,7.666,1.261,12
LIGHT_TRACK,1.41,2,706.0,6.0,1.667,10
STRAIGHT_TRACK,1.652,0,831.0,12.5,1.2,12
HEAVY_TRACK,2.529,6,1274.0,7.0,0.901,19
LIGHT_TRACK,1.26,0,631.0,5.333,1.458,7
LIGHT_TRACK,2.945,3,1486.0,8.0,0.824,19
LIGHT_TRACK,3.083,2,1562.0,5.974,0.534,24
LIGHT_TRACK,2.216,0,1112.0,5.0,0.892,13
LIGHT_TRACK,6.395,2,3428.0,26.922,0.884,49
LIGHT_TRACK,1.76,0,883.0,7.0,1.238,12
LIGHT_TRACK,12.154,11,7686.0,7.736,0.15,116
HEAVY_TRACK,13.829,16,6930.0,2.25,1.278,23
LIGHT_TRACK,8.336,0,4411.0,17.187,0.308,69
LIGHT_TRACK,3.407,0,1721.0,7.769,0.724,19
LIGHT_TRACK,1.528,0,766.0,5.625,1.253,11
SMALL_BLOB,0.162,0,81.0,1,1,1
SMALL_BLOB,0.334,0,167.0,1,1,1
STRAIGHT_TRACK,4.508,0,2354.0,27.065,1.077,36
SMALL_BLOB,0.068,0,34.0,1,1,1
LIGHT_TRACK,1.045,0,523.0,4.0,1.875,6
LIGHT_TRACK,13.469,15,6743.0,1.25,1.15,23
STRAIGHT_TRACK,6.901,0,3605.0,26.534,1.072,37
LIGHT_TRACK,0.755,0,378.0,1,1,5
STRAIGHT_TRACK,5.944,0,3240.0,34.75,0.977,53
STRAIGHT_TRACK,6.053,0,3193.0,22.624,0.901,45
LIGHT_TRACK,1.51,0,758.0,1,1,9
SMALL_BLOB,0.484,0,242.0,1.0,3.0,3
LIGHT_TRACK,1.413,0,710.0,1,1,10
STRAIGHT_TRACK,2.345,0,1184.0,20.0,1.8,18
SMALL_BLOB,0.214,0,107.0,1,1,1
SMALL_BLOB,0.208,0,104.0,1,1,2
LIGHT_TRACK,2.848,2,1429.0,3.75,0.812,15
LIGHT_TRACK,7.816,7,4111.0,3.09,0.177,61
SMALL_BLOB,0.61,0,305.0,1.0,3.0,3
SMALL_BLOB,0.266,0,133.0,1,1,2
STRAIGHT_TRACK,2.772,0,1407.0,9.387,0.676,22
STRAIGHT_TRACK,2.538,0,1282.0,13.0,1.25,20
STRAIGHT_TRACK,3.4,0,1736.0,8.805,0.539,26
SMALL_BLOB,0.374,0,187.0,1,1,2
STRAIGHT_TRACK,4.038,0,2088.0,11.25,0.551,34
LIGHT_TRACK,2.169,1,1090.0,5.75,0.87,16
LIGHT_TRACK,1.186,0,593.0,5.0,1.6,8
SMALL_BLOB,0.006,0,3.0,1,1,1
SMALL_BLOB,0.804,0,402.0,1,1,3
